date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,soil,pe,evap,smd_wd,smd_md,smd_pd,glorad
29-jun-2016,0,17.9,0,8.1,0,11.3,0,4.8,999.6,7.7,0,14,0,250,0,25,16.337,2.6,3.8,15.8,15.8,19.6,1792
30-jun-2016,0,15.4,0,7.7,0,5.2,0,1.8,1001,4.9,0,12,0,260,0,17,14.382,1.1,1.5,15,15,18.8,509
01-jul-2016,0,15.4,0,9.2,0,9.6,0,6.2,1003.3,8,0,16,0,260,0,26,14.908,2.8,4,11.2,11.2,15.1,1915
02-jul-2016,0,16.8,0,8.2,0,7.9,0,2,1007.9,6,0,13,0,280,0,26,15.133,2.6,3.6,11.5,11.5,15.6,1712
03-jul-2016,0,19.4,0,4.8,0,2.4,0,0,1012.1,3.4,0,9,0,160,0,15,16.43,3.4,4.6,14.5,14.5,18.8,2408
04-jul-2016,0,20.2,0,9.7,0,7.6,0,0.1,1010,7.6,0,16,0,210,0,26,17.19,2.9,4.1,16.9,16.9,21.4,1748
05-jul-2016,0,19,0,10.5,0,10.4,0,0,1015.5,4,0,9,0,160,0,14,17.405,2.8,3.8,19.3,19.3,23.9,1661
06-jul-2016,0,17.9,0,11.6,0,10.9,0,0.2,1014.4,5.6,0,14,0,190,0,23,16.665,1.6,2.2,20.5,20.5,25.1,793
07-jul-2016,0,21.3,0,13.7,0,13.7,0,0,1009.7,4.6,0,9,0,190,0,15,18.698,3.5,4.7,23.3,23.3,28,2142
08-jul-2016,0,19.5,0,13.7,0,12.5,0,0.5,1009,5.4,0,12,0,270,0,17,17.92,2.1,2.7,24.5,24.5,29.2,945
09-jul-2016,0,19.7,0,14.9,0,15.1,0,14.4,1004.7,6.8,0,14,0,190,0,22,18.222,2.2,2.9,11.7,11.7,16.6,1161
10-jul-2016,0,17.4,0,14,0,13.7,0,1.9,996.5,9.3,0,15,0,210,0,25,17.13,1.8,2.5,11.4,11.4,16.3,900
11-jul-2016,0,17.2,0,11.5,0,12.5,0,0.3,1002.4,8.8,0,12,0,270,0,21,16.605,2.4,3.3,13.2,13.2,18.2,1339
12-jul-2016,0,16.5,0,9.4,0,10.5,0,3.4,1011,4.9,0,10,0,310,0,17,16.07,2.4,3.3,11.9,11.9,17,1538
13-jul-2016,0,16.5,0,8.5,0,7.3,0,0.2,1017.5,6.2,0,14,0,290,0,24,15.69,2.5,3.5,14,14,19.1,1613
14-jul-2016,0,17.4,0,9.5,0,6.1,0,6.8,1020.9,4.4,0,10,0,200,0,15,16.408,2.4,3.3,9.3,9.3,14.6,1540
15-jul-2016,0,22.1,0,13.9,0,12,0,0.3,1018.5,5.4,0,12,0,230,0,18,17.745,2,2.7,10.9,10.9,16.2,997
16-jul-2016,0,21,0,16.6,0,16.4,0,0.1,1018.2,3.2,0,7,0,270,0,11,18.682,1.6,2.1,12.2,12.2,17.7,721
17-jul-2016,0,23.4,0,16.1,0,15.8,0,0.2,1017.2,3.6,0,9,0,250,0,14,19.623,2.3,2.9,14,14,19.5,1096
18-jul-2016,0,24,0,14.6,0,12.7,0,0,1014.5,4.1,0,8,0,150,0,13,21.058,4.5,5.9,18,18,23.6,2681
19-jul-2016,0,24.9,0,12.9,0,11.7,0,0.1,1007.9,5.1,0,11,0,100,0,16,21.46,3.9,5.2,21.2,21.2,26.9,2358
20-jul-2016,0,20.6,0,14.8,0,14.7,0,0.3,1005.7,6.3,0,12,0,240,0,18,20.385,2.9,3.9,23.2,23.2,29,1568
21-jul-2016,0,20,0,15.2,0,14.7,0,9.1,1008.6,5.7,0,12,0,160,0,18,19.007,1.9,2.4,15.6,15.6,21.4,836
22-jul-2016,0,18.6,0,13.8,0,13.4,0,0,1012.6,4.5,0,10,0,280,0,15,18.935,2.3,3,17.6,17.6,23.5,1274
23-jul-2016,0,22.4,0,13.3,0,13.6,0,0.1,1013.9,4.1,0,10,0,300,0,15,19.337,2.8,3.6,19.8,19.8,25.8,1523
24-jul-2016,0,21.3,0,13.2,0,12.4,0,0.5,1011.8,6,0,14,0,260,0,22,19.052,3.1,4.1,21.8,21.8,27.9,1759
25-jul-2016,0,18.8,0,13.2,0,12.2,0,0,1014.2,4.8,0,12,0,260,0,19,18.42,2.3,3,23.6,23.6,29.7,1121
26-jul-2016,0,20.9,0,13.8,0,12.4,0,2.9,1012.5,4.9,0,11,0,210,0,19,18.283,2,2.6,22.3,22.3,28.5,905
27-jul-2016,0,18.8,0,14.7,0,14.4,0,0,1011.5,4.8,0,9,0,260,0,15,18.76,2.3,3.1,24.2,24.2,30.4,1310
28-jul-2016,0,21,0,14.8,0,14.6,0,1.2,1007.6,6.5,0,13,0,270,0,20,19.327,2.8,3.8,25.2,25.2,31.4,1607
29-jul-2016,0,19.4,0,13.5,0,13.9,0,0,1007.9,5.9,0,11,0,310,0,15,18.807,2.7,3.6,27.3,27.3,33.6,1450
30-jul-2016,0,17.7,0,11.9,0,11.6,0,0,1011.7,4.9,0,9,0,300,0,15,18.132,2.3,3,29,29,35.3,1249
31-jul-2016,0,18.8,0,10.8,0,8.9,0,0,1013.9,3.8,0,10,0,270,0,14,17.688,2.3,3,30.7,30.7,37,1216
01-aug-2016,0,17.5,0,12.4,0,12,0,21.9,1007.7,4.4,0,11,0,100,0,18,17.045,1.1,1.4,9.5,9.5,15.9,453
02-aug-2016,0,22.1,0,16.4,0,14.5,0,0.1,1001.1,5.5,0,10,0,230,0,16,18.97,2.8,3.6,12,12,18.4,1456
03-aug-2016,0,18.5,0,14.2,0,13.8,0,0.5,999,10.5,0,18,0,260,0,30,18.093,2.4,3.2,13.6,13.6,20.1,1093
04-aug-2016,0,17.7,0,12.1,0,12.5,0,1.1,1007,7.7,0,13,0,270,0,19,17.255,2.1,2.8,14.3,14.3,20.8,1101
05-aug-2016,0,20.5,0,11.2,0,9.4,0,0,1015.8,3.3,0,10,0,260,0,15,17.67,2.6,3.4,16.6,16.6,23.1,1565
06-aug-2016,0,19.9,0,9.5,0,7.8,0,0,1017.6,5.8,0,12,0,200,0,19,17.535,1.5,2.1,17.9,17.9,24.5,880
07-aug-2016,0,21.9,0,12.1,0,13.8,0,0,1016.7,8.2,0,18,0,260,0,27,18.462,3.4,4.7,20.8,20.8,27.4,1950
08-aug-2016,0,18.6,0,9.9,0,10.6,0,0,1020.9,7.8,0,14,0,270,0,26,17.405,3.3,4.6,23.4,23.4,30.1,2138
09-aug-2016,0,17.5,0,7.4,0,4.3,0,0,1025.5,5.8,0,12,0,310,0,21,16.257,2.6,3.5,25.4,25.4,32.2,1645
10-aug-2016,0,18.6,0,11.2,0,9.9,0,0.2,1023.3,8.1,0,13,0,300,0,23,16.438,2.3,3.1,27,27,33.8,1225
11-aug-2016,0,21.4,0,10.9,0,9.7,0,0,1020.3,6.9,0,12,0,270,0,20,17.205,3.3,4.5,29.5,29.5,36.3,2053
12-aug-2016,0,20.3,0,9.1,0,6.2,0,0,1017.4,6.7,0,13,0,220,0,24,17.14,2.1,2.8,31,31,37.8,1136
13-aug-2016,0,17.8,0,12.4,0,10.8,0,0,1018.5,4.6,0,9,0,270,0,14,17.345,2,2.6,32.4,32.4,39.2,1025
14-aug-2016,0,19.3,0,10.8,0,12.4,0,0,1020.5,3.3,0,7,0,130,0,11,17.638,2.2,2.8,33.9,33.9,40.8,1190
15-aug-2016,0,21.8,0,9.4,0,7.1,0,0,1016.1,6.8,0,14,0,130,0,19,17.993,3.4,4.8,36.3,36.3,43.1,2355
16-aug-2016,0,21.6,0,13.7,0,12.9,0,0,1009.3,8.2,0,13,0,130,0,20,18.895,3,4.3,38.4,38.4,45.2,1970
17-aug-2016,0,17.8,0,14.3,0,15.3,0,10.4,1005.4,6.6,0,11,0,80,0,17,17.895,1,1.3,28.6,28.6,35.4,335
18-aug-2016,0,18.1,0,13.7,0,13.6,0,1.1,1002.1,5.5,0,12,0,110,0,19,17.12,1.4,1.8,28.6,28.6,35.4,586
19-aug-2016,0,18.3,0,13.6,0,13.2,0,13.2,991.2,10.3,0,17,0,150,0,30,16.995,1.8,2.6,16.7,16.7,23.5,1026
20-aug-2016,0,18,0,13.5,0,13.6,0,10.9,995.8,12.6,0,17,0,250,0,30,16.45,1.8,2.6,7.3,7.3,14.2,854
21-aug-2016,0,19,0,10.7,0,8.7,0,2,1008.3,5.5,0,12,0,280,0,21,15.792,1.1,1.5,6.4,6.4,13.3,414
22-aug-2016,0,21.6,0,13.9,0,13.6,0,2.4,1012.6,4.7,0,12,0,200,0,20,18.388,2.5,3.4,6.4,6.4,13.3,1543
23-aug-2016,0,17.6,0,11.3,0,12.6,0,6.6,1014.8,3.7,0,6,0,300,0,10,17.753,1.6,2.2,1.3,1.3,8.3,951
24-aug-2016,0,20.2,0,7.6,0,5.4,0,0,1015.5,2.1,0,7,0,200,0,11,17.177,2.3,3.1,3.6,3.6,10.6,1616
25-aug-2016,0,21,0,7.2,0,5.4,0,0,1011.4,3.5,0,11,0,190,0,17,17.337,2.7,3.7,6.2,6.2,13.3,1933
26-aug-2016,0,20.6,0,10.4,0,8.1,0,0.1,1011.4,5.2,0,11,0,250,0,20,16.8,2.8,3.7,8.8,8.8,15.9,1750
27-aug-2016,0,19.8,0,11.1,0,9.6,0,0.8,1008.5,5.9,0,12,0,90,0,17,16.942,2.2,3,10,10,17.2,1386
28-aug-2016,0,21.6,0,11.7,0,9,0,0,1009.9,4.6,0,10,0,310,0,16,17.363,2.9,3.9,12.7,12.7,19.9,1899
29-aug-2016,0,20.4,0,9.1,0,6.9,0,0.1,1017.1,3.5,0,8,0,220,0,13,17.077,2,2.6,14.3,14.3,21.6,1294
30-aug-2016,0,18.3,0,15.1,0,14.7,0,0.4,1014.5,6.2,0,12,0,160,0,18,17.333,1.5,1.9,15.2,15.2,22.5,702
31-aug-2016,0,18.5,0,7.8,0,6.5,0,0.2,1014.7,4.4,0,12,0,270,0,21,16.583,1.8,2.4,16.5,16.5,23.9,1253
01-sep-2016,0,17.1,0,6.4,0,4.1,0,1.6,1014.6,5.7,0,15,0,180,0,26,14.7,1,1.4,15.8,15.8,23.1,515
02-sep-2016,0,20.5,0,12.3,0,10.1,0,0,1010.8,5,0,12,0,250,0,19,16.435,2.7,3.7,18.1,18.1,25.5,1719
03-sep-2016,0,20.9,0,13.9,0,11,0,10.9,1004.6,8,0,17,0,260,0,26,16.65,2,2.6,8.9,8.9,16.3,972
04-sep-2016,0,18,0,13.3,0,11.3,0,6.2,1006,5.2,0,11,0,270,0,17,16.423,1.4,1.9,4,4,11.4,705
05-sep-2016,0,24.2,0,15.8,0,13.2,0,0.1,1008.6,4.8,0,10,0,180,0,16,18.618,2.3,3,6.1,6.1,13.6,1337
06-sep-2016,0,21.5,0,17.3,0,17.4,0,0,1013.7,5.2,0,10,0,150,0,16,19.35,1.7,2.3,7.7,7.7,15.2,933
07-sep-2016,0,18.6,0,15.4,0,15.6,0,0.6,1006.4,7.9,0,14,0,120,0,21,18.18,1.3,1.6,8.3,8.3,15.8,457
08-sep-2016,0,17.7,0,13.5,0,12.7,0,3.1,1000.9,6.7,0,12,0,220,0,19,16.44,1.6,2.1,6.7,6.7,14.2,747
09-sep-2016,0,18.8,0,10.1,0,11.8,0,12.8,999.4,7.8,0,17,0,190,0,34,15.472,1.1,1.5,0,-5,2.5,456
10-sep-2016,0,17,0,8.9,0,7.7,0,0.1,1006.7,3.9,0,10,0,250,0,17,14.892,1.8,2.4,1.7,1.7,4.2,1236
11-sep-2016,0,18.4,0,9.6,0,7.2,0,10.8,1001.7,11.1,0,21,0,160,0,34,14.472,1.4,2.1,0,-7.8,-5.2,999
12-sep-2016,0,18.2,0,12.6,0,14.1,0,9.8,997.6,7.2,0,17,0,170,0,28,16.3,0.9,1.2,0,-8.9,-10,365
13-sep-2016,0,17.1,0,9.3,0,8.8,0,0.1,1006.1,5.6,0,11,0,350,0,17,15.032,1.7,2.4,1.6,1.6,-7.9,1210
14-sep-2016,0,16.2,0,11.1,0,10.9,0,2.9,1007,6.6,0,11,0,290,0,16,14.888,1.3,1.8,0,0,-9,783
15-sep-2016,0,18.4,0,10.9,0,12.1,0,0.4,1008.2,3.5,0,12,0,280,0,20,15.642,1.3,1.7,0.9,0.9,-7.7,665
16-sep-2016,0,16.5,0,8.1,0,5.6,0,0.1,1015.3,5.7,0,13,0,290,0,25,14.32,1.8,2.5,2.6,2.6,-5.7,1395
17-sep-2016,0,17.6,0,8.9,0,6.9,0,0,1018.6,2.6,0,7,0,120,0,11,14.84,1.6,2.1,4.1,4.1,-3.8,1173
18-sep-2016,0,17.1,0,11.2,0,8.4,0,4.5,1016.6,5.1,0,12,0,220,0,17,14.62,1,1.3,0.6,0.6,-7.1,507
19-sep-2016,0,15.3,0,9.8,0,7.3,0,0,1020,3.4,0,7,0,340,0,12,14.562,1.4,1.8,1.9,1.9,-5.4,880
20-sep-2016,0,15,0,10,0,8.9,0,0,1014.7,3.5,0,8,0,180,0,14,13.98,1.2,1.5,3.1,3.1,-4,555
21-sep-2016,0,15.3,0,3.8,0,8.7,0,7.1,1007.9,5.1,0,11,0,140,0,20,13.125,0.8,1.1,0,-3.3,-10,417
22-sep-2016,0,16.1,0,2.3,0,0.6,0,0,1012.4,4.7,0,14,0,210,0,22,11.55,1.5,2.1,1.5,1.5,-8,1197
23-sep-2016,0,16.9,0,5,0,2.9,0,0.4,1009,8.7,0,18,0,170,0,32,12.073,1.1,1.6,2.2,2.2,-6.9,819
24-sep-2016,0,17.1,0,10,0,13.4,0,19.7,999.8,9.2,0,17,0,160,0,28,14.648,1,1.4,0,-10,-10,423
25-sep-2016,0,15.6,0,7.3,0,5,0,0.5,1004.7,5.5,0,14,0,220,0,21,12.807,1.7,2.3,1.2,1.2,-8.3,1336
26-sep-2016,0,16.1,0,10.3,0,8.2,0,1.7,1008.4,4.6,0,9,0,100,0,15,13.665,1.2,1.6,0.6,0.6,-8.5,832
27-sep-2016,0,20.3,0,10.2,0,13,0,0.1,1012.6,5.8,0,15,0,270,0,25,15.23,1.8,2.5,2.3,2.3,-6.3,1407
28-sep-2016,0,20.6,0,12.5,0,8.9,0,1.4,1013.9,6.5,0,14,0,190,0,22,15.577,1.3,1.8,2.2,2.2,-6.1,663
29-sep-2016,0,16.1,0,6.7,0,8.5,0,0,1008,6.6,0,15,0,250,0,24,13.815,1.5,2.1,3.7,3.7,-4.3,1210
30-sep-2016,0,14.6,0,4.4,0,2.2,0,3.7,1002.7,3.1,0,9,0,180,0,20,11.94,1.1,1.5,1,1,-6.7,911
01-oct-2016,0,14.2,0,4.8,0,7.4,0,0.1,1004.1,5,0,10,0,350,0,17,12.055,1.2,1.7,2.1,2.1,-5.2,936
02-oct-2016,0,15.3,0,0.7,0,-0.6,0,0,1011,6.1,0,13,0,130,0,22,10.658,1.3,1.8,3.4,3.4,-3.7,1122
03-oct-2016,0,16,0,14.1,0,11.4,0,0.5,1014.3,13,0,19,0,130,0,30,13.15,1.6,2.1,4.5,4.5,-2.4,631
04-oct-2016,0,15.7,0,13.7,0,12.9,0,0,1017.8,9.7,0,14,0,90,0,22,13.455,1.4,1.7,5.8,5.8,-0.9,461
05-oct-2016,0,16.2,0,11.9,0,13.2,0,0,1019.2,8.7,0,15,0,90,0,26,13.778,1.4,1.9,7.1,7.1,0.6,750
06-oct-2016,0,14.1,0,6.7,0,9.5,0,0,1017.4,8.5,0,16,0,90,0,29,12.483,1.2,1.7,8.3,8.3,1.8,810
07-oct-2016,0,15.6,0,5.3,0,2.8,0,0,1016,4.7,0,12,0,140,0,20,11.48,1.2,1.6,9.4,9.4,3,859
08-oct-2016,0,16.6,0,4.4,0,1.8,0,0.1,1021.7,2.7,0,7,0,120,0,11,11.405,0.9,1.3,10.1,10.1,3.8,834
09-oct-2016,0,16.2,0,7.6,0,5.1,0,0,1024.6,1.5,0,4,0,90,0,7,12.77,0.8,1.2,10.9,10.9,4.7,704
10-oct-2016,0,15.2,0,7.6,0,6.7,0,0,1021.2,2.6,0,7,0,80,0,11,12.835,0.9,1.3,11.7,11.7,5.6,654
11-oct-2016,0,13.7,0,7.2,0,4.1,0,0,1016.1,7.7,0,14,0,100,0,22,10.985,1.2,1.5,12.8,12.8,6.8,610
12-oct-2016,0,14.9,0,2.9,0,0.3,0,0.1,1015.3,3.5,0,10,0,100,0,15,10.003,0.8,1.1,13.4,13.4,7.5,493
13-oct-2016,0,14.3,0,3.6,0,3,0,0,1008,3.2,0,9,0,90,0,15,10.525,0.9,1.3,14.2,14.2,8.4,961
14-oct-2016,0,11.8,0,2.2,0,-0.4,0,16.8,997.6,5.9,0,11,0,90,0,19,9.24,0.7,0.9,0,-2,-7.7,213
15-oct-2016,0,12.9,0,4.1,0,3.1,0,3.6,993.4,4.4,0,10,0,80,0,16,10.002,0.8,1.1,0,-2.8,-10,732
16-oct-2016,0,13.9,0,9.7,0,8.1,0,5.7,993.6,8.4,0,14,0,130,0,25,10.915,1.2,1.6,0,-4.5,-10,806
17-oct-2016,0,14.3,0,8.2,0,4.9,0,0.7,1007.2,5.7,0,13,0,260,0,22,10.845,1,1.3,0.3,0.3,-9.2,729
18-oct-2016,0,13.2,0,4.9,0,6.1,0,0.2,1017.5,6,0,12,0,280,0,19,10.29,0.9,1.2,0.9,0.9,-8.1,825
19-oct-2016,0,12.1,0,4.4,0,1.6,0,0,1021.7,2.9,0,6,0,340,0,10,9.815,0.7,0.9,1.6,1.6,-7,473
20-oct-2016,0,13.7,0,3.1,0,0.4,0,0,1019.7,2.1,0,5,0,30,0,8,9.95,0.7,1,2.2,2.2,-6,751
21-oct-2016,0,13.1,0,1.4,0,-0.8,0,0,1015.2,2.3,0,5,0,160,0,7,8.942,0.6,0.8,2.8,2.8,-5.2,438
22-oct-2016,0,12.9,0,7.5,0,5.7,0,0,1009.8,5.6,0,13,0,80,0,22,9.387,0.9,1.1,3.6,3.6,-4,399
23-oct-2016,0,12.6,0,6.7,0,4.3,0,0,1005.4,8.1,0,18,0,70,0,26,8.606,1.2,1.5,4.8,4.8,-2.7,647
24-oct-2016,0,12.9,0,6.7,0,5.2,0,0,1008.7,8.3,0,14,0,50,0,20,8.575,1.1,1.4,5.8,5.8,-1.4,682
25-oct-2016,0,12.3,0,3.9,0,1.4,0,0,1015,2.4,0,6,0,270,0,9,9.182,0.5,0.7,6.3,6.3,-0.8,406
26-oct-2016,0,14.6,0,8.5,0,6.9,0,0,1020.8,2.8,0,8,0,220,0,13,10.528,0.6,0.8,6.9,6.9,-0.2,370
27-oct-2016,0,16.3,0,8.6,0,5.6,0,0.1,1024,5,0,13,0,210,0,21,10.96,0.8,1,7.5,7.5,0.5,689
28-oct-2016,0,15.6,0,11.3,0,10.1,0,0,1027.1,3.4,0,7,0,210,0,10,11.96,0.7,1,8.2,8.2,1.2,341
29-oct-2016,0,12.7,0,10.8,0,10.3,0,0,1026.7,4.5,0,9,0,130,0,14,11.535,0.8,1,8.9,8.9,2,240
30-oct-2016,0,14.1,0,10.9,0,10.1,0,0,1022.5,3.9,0,8,0,140,0,13,11.68,0.7,0.9,9.6,9.6,2.7,293
31-oct-2016,0,15,0,10.2,0,9.1,0,0,1019.8,4.8,0,13,0,40,0,21,12.17,0.7,0.9,10.2,10.2,3.4,453
01-nov-2016,0,11.1,0,1.1,0,7.6,0,0,1021.9,7.6,0,16,0,10,0,30,9.773,0.5,0.7,10.6,10.6,3.9,407
02-nov-2016,0,10.9,0,-1.7,0,-4.3,0,0,1021.6,2.5,0,6,0,40,0,10,6.782,0.4,0.7,11,11,4.3,713
03-nov-2016,0,11.9,0,3.8,0,-1,0,0,1014.4,2.1,0,7,0,260,0,11,7.931,0.5,0.7,11.4,11.4,4.7,376
04-nov-2016,0,10.5,0,3.4,0,0.5,0,1.1,1006.8,4.1,0,10,0,290,0,18,8.103,0.4,0.6,10.7,10.7,4,563
05-nov-2016,0,9.4,0,3.7,0,0.5,0,0.1,1008.6,7.7,0,14,0,340,0,22,6.664,0.7,1,11.2,11.2,4.7,673
06-nov-2016,0,8.9,0,2.2,0,0.1,0,0,1012.4,7.3,0,16,0,320,0,25,5.464,0.8,1,11.9,11.9,5.4,557
07-nov-2016,0,8.3,0,0.1,0,-0.9,0,0,1014.6,4.9,0,10,0,310,0,16,4.713,0.4,0.6,12.3,12.3,5.9,667
08-nov-2016,0,11.8,0,2.4,0,-3,0,9.7,1003.2,6.2,0,14,0,310,0,25,6.11,0.5,0.6,3,3,-3.3,104
09-nov-2016,0,10.6,0,5.3,0,4.2,0,3.8,999.9,6.3,0,11,0,280,0,20,6.872,0.6,0.8,0,-0.2,-6.3,374
10-nov-2016,0,10.9,0,1.4,0,4.7,0,1.6,1008.2,5,0,10,0,310,0,18,7.597,0.4,0.6,0,-1.2,-7.2,375
11-nov-2016,0,13.3,0,0,0,-2.5,0,11,1008.5,5.4,0,12,0,170,0,20,6.722,0.4,0.5,0,-10,-10,119
12-nov-2016,0,12.9,0,5.7,0,4.8,0,0.3,1011.9,5.3,0,11,0,320,0,20,9.265,0.2,0.3,0,-0.1,-9.6,438
13-nov-2016,0,12.2,0,4.3,0,2.2,0,0.2,1022.7,1.9,0,4,0,200,0,7,8.105,0.3,0.5,0.1,0.1,-9,244
14-nov-2016,0,15.9,0,8.1,0,4.8,0,0.4,1023.3,2.4,0,6,0,270,0,9,9.727,0.4,0.5,0.1,0.1,-8.5,276
15-nov-2016,0,14.9,0,5.3,0,8.9,0,0,1018.9,3.7,0,8,0,260,0,12,11.057,0.3,0.5,0.4,0.4,-7.8,267
16-nov-2016,0,11.2,0,4.2,0,1.9,0,0.4,1009.6,5.7,0,12,0,260,0,22,8.555,0.5,0.6,0.5,0.5,-7.3,285
17-nov-2016,0,8.6,0,0.9,0,2.9,0,5.8,995.6,7.9,0,20,0,250,0,31,6.722,0.5,0.6,0,-4.8,-10,363
18-nov-2016,0,5.1,0,-1.2,0,-4,0,9.3,992.6,5.9,0,15,0,270,0,23,4.424,0.4,0.5,0,-8.9,-10,197
19-nov-2016,0,3.7,0,-2.2,0,-5.1,0,0.6,991,2.8,0,7,0,270,0,13,3.691,0.2,0.3,0,-0.4,-9.9,209
20-nov-2016,0,5.4,0,-2.1,0,-4.1,0,0,987.3,4.5,0,7,0,290,0,11,2.747,0.2,0.3,0.2,0.2,-9.2,445
21-nov-2016,0,4.4,0,-0.4,0,-2.4,0,0,991.6,7.9,0,14,0,310,0,23,2.728,0.5,0.7,0.7,0.7,-8.2,199
22-nov-2016,0,8.1,0,1.2,0,0.8,0,0,1002.6,8.2,0,13,0,330,0,23,3.35,0.6,0.7,1.3,1.3,-7.2,481
23-nov-2016,0,8.1,0,-0.6,0,-2.9,0,0,1015.7,5.6,0,10,0,30,0,15,3.038,0.3,0.4,1.6,1.6,-6.5,460
24-nov-2016,0,7.9,0,-0.2,0,-1.5,0,0,1020.1,5.7,0,12,0,30,0,19,3.281,0.3,0.4,1.9,1.9,-5.9,449
25-nov-2016,0,5.9,0,-1.8,0,-2.5,0,0,1019.5,5.5,0,12,0,50,0,21,2.52,0.1,0.2,2,2,-5.5,476
26-nov-2016,0,3.8,0,-0.6,0,-1.6,0,0,1017,4.5,0,7,0,260,0,12,2.54,0.1,0.2,2.1,2.1,-5.1,367
27-nov-2016,0,8.4,0,-1.8,0,-4,0,0.2,1019.4,3.8,0,11,0,90,0,16,3.155,0.2,0.3,2.1,2.1,-4.9,248
28-nov-2016,0,7.9,0,4.5,0,-0.1,0,0,1023.3,4.9,0,10,0,90,0,14,4.975,0.7,0.8,2.7,2.7,-4,88
29-nov-2016,0,9.1,0,-3.7,0,-4.1,0,0,1027.7,1.3,0,4,0,330,0,6,4.041,0,0.2,2.7,2.7,-3.8,447
30-nov-2016,0,3.8,0,-5.3,0,-6.6,0,0,1029.6,0.9,0,2,0,300,0,3,1.721,0,0.1,2.7,2.7,-3.6,364
01-dec-2016,0,3.5,0,-5.9,0,-7.2,0,0,1026.2,1.1,0,3,0,80,0,4,1.145,0.2,0.3,3,3,-3.2,96
02-dec-2016,0,9.2,0,2.5,0,-1.9,0,0,1021.1,2.7,0,8,0,100,0,11,3.236,0.1,0.3,3,3,-2.9,376
03-dec-2016,0,8.9,0,5.6,0,0.2,0,0.3,1016.8,5.7,0,11,0,80,0,18,4.857,0.7,0.9,3.4,3.4,-2.4,75
04-dec-2016,0,7.5,0,5.6,0,4.7,0,0,1013.9,8.3,0,13,0,80,0,18,5.166,0.9,1.1,4.3,4.3,-1.4,82
05-dec-2016,0,9.6,0,6.9,0,5.3,0,0.4,1014.2,5.2,0,9,0,100,0,13,6.084,0.5,0.6,4.4,4.4,-1.2,79
06-dec-2016,0,12.7,0,9.4,0,6.6,0,3.1,1013.3,7.8,0,12,0,130,0,19,8.178,0.5,0.7,1.8,1.8,-3.7,26
07-dec-2016,0,14.1,0,11.1,0,10.3,0,3.7,1011.3,8.2,0,15,0,160,0,28,10.16,0.5,0.7,0,-1.4,-6.7,63
08-dec-2016,0,12.5,0,7.2,0,4.3,0,7.5,1013.9,5,0,16,0,160,0,27,9.583,0.2,0.3,0,-7.3,-10,174
09-dec-2016,0,13.5,0,9.9,0,6.5,0,1.8,1011.6,7.7,0,16,0,160,0,26,10.34,0.4,0.5,0,-1.4,-10,127
10-dec-2016,0,10.3,0,-0.1,0,0.9,0,0.2,1015.9,1.9,0,5,0,340,0,8,8.014,0.2,0.3,0,0,-9.5,146
11-dec-2016,0,8.1,0,-1.5,0,-3.6,0,0.1,1017.4,3,0,6,0,110,0,10,5.391,0.1,0.2,0,0,-9,196
12-dec-2016,0,11.2,0,6.1,0,-0.9,0,8.3,1011,4.4,0,7,0,120,0,13,7.327,0.4,0.5,0,-7.9,-10,82
13-dec-2016,0,12.8,0,8.3,0,7.6,0,8.9,1003.9,8.2,0,16,0,160,0,31,9.077,0.4,0.5,0,-8.5,-10,119
14-dec-2016,0,12.5,0,-1.3,0,7.5,0,9.3,1005.5,4.6,0,17,0,160,0,28,8.878,0.3,0.4,0,-9,-10,132
15-dec-2016,0,10.1,0,-1.4,0,-3.8,0,16,1005.5,7.6,0,13,0,300,0,24,6.266,0.3,0.4,0,-10,-10,148
16-dec-2016,0,9,0,-1.1,0,3.2,0,0.6,1017.4,4.4,0,11,0,350,0,22,6.395,0.1,0.2,0,-0.5,-10,353
17-dec-2016,0,6.4,0,-3,0,-5.2,0,0,1030.7,2,0,5,0,100,0,7,3.502,0,0.1,0,0,-9.5,285
18-dec-2016,0,9.3,0,4.3,0,-1.7,0,0,1028,3.8,0,7,0,150,0,12,5.036,0.4,0.6,0.4,0.4,-8.6,110
19-dec-2016,0,9.7,0,-1.3,0,4.2,0,0.1,1022.3,4,0,10,0,320,0,17,6.234,0.2,0.2,0.5,0.5,-8.1,214
20-dec-2016,0,8.8,0,-3.8,0,-5.5,0,9.4,1012.3,4,0,11,0,160,0,22,3.752,0.3,0.4,0,-8.6,-10,74
21-dec-2016,0,8.1,0,1.5,0,-2.3,0,2.9,1010.9,3.5,0,12,0,200,0,19,4.482,0.2,0.3,0,-2.7,-10,223
22-dec-2016,0,9.2,0,1.5,0,-2.4,0,0,1018.6,4.1,0,9,0,260,0,18,3.431,0.2,0.3,0.2,0.2,-9.3,297
23-dec-2016,0,12.3,0,4.1,0,0.6,0,6.2,1012.4,10.7,0,21,0,190,0,38,5.58,0.7,0.9,0,-5.3,-10,142
24-dec-2016,0,12,0,4.2,0,0.5,0,0.3,1017.8,7.7,0,13,0,220,0,22,5.587,0.6,0.7,0.3,0.3,-9.2,180
25-dec-2016,0,13.4,0,5.9,0,5.7,0,2.4,1014.9,9.1,0,16,0,220,0,27,8.26,0.8,0.9,0,-1.4,-10,146
